0	0.0342
1	0.01
2	0.0143
3	0.0099
4	0.0092
5	0.008
6	0.0092
7	0.0065
8	0.0082
9	0.0075
10	0.0074
11	0.0065
12	0.0064
13	0.0077
14	0.0094
15	0.0068
16	0.0084
17	0.009
18	0.0083
19	0.0077
20	0.0065
21	0.0066
22	0.0069
23	0.0139
24	0.0076
25	0.008
26	0.0074
27	0.0071
28	0.0094
29	0.0107
30	0.0096
31	0.0105
32	0.0094
33	0.0082
34	0.0089
35	0.0065
36	0.0058
37	0.0066
38	0.0059
39	0.0053
40	0.0056
41	0.0063
42	0.0078
43	0.0068
44	0.0058
45	0.0062
46	0.0068
47	0.0066
48	0.0062
49	0.0055
50	0.0051
51	0.0058
52	0.0043
53	0.0052
54	0.0053
55	0.0055
56	0.0052
57	0.0049
58	0.0041
59	0.005
60	0.0044
61	0.0043
62	0.0054
63	0.0049
64	0.0041
65	0.0046
66	0.0042
67	0.005
68	0.0041
69	0.0053
70	0.0039
71	0.0045
72	0.0054
73	0.0039
74	0.0042
75	0.0039
76	0.0035
77	0.0032
78	0.0034
79	0.0036
80	0.0033
81	0.0031
82	0.003
83	0.0033
84	0.0037
85	0.0028
86	0.0029
87	0.0022
88	0.0033
89	0.0027
90	0.0029
91	0.0022
92	0.0024
93	0.0023
94	0.0045
95	0.0023
96	0.0026
97	0.0024
98	0.0026
99	0.0029
100	0.0025
