0	0.0095
1	0.0298
2	0.0611
3	0.0664
4	0.0545
5	0.0485
6	0.0502
7	0.0422
8	0.0441
9	0.0313
10	0.026
11	0.0165
12	0.0132
13	0.0096
14	0.0078
15	0.0059
16	0.006
17	0.005
18	0.0051
19	0.0042
20	0.0026
21	0.0023
22	0.0032
23	0.0047
24	0.0023
25	0.0019
26	0.0018
27	0.0012
28	0.0017
29	0.001
30	0.0011
31	0.0008
32	0.0015
33	0.0011
34	0.001
35	0.001
36	0.0008
37	0.0004
38	0.0004
39	0.0005
40	0.0005
41	0.0006
42	0.0006
43	0.001
44	0.002
45	0.0005
46	0.0029
47	0.0011
48	0.0011
49	0.0004
50	0.0003
51	0.0004
52	0.0003
53	0.0003
54	0.0002
55	0.0003
56	0.0002
57	0.0002
58	0.0003
59	0.0002
60	0.0003
61	0.0003
62	0.0001
63	0.0002
64	0.0002
65	0.0003
66	0.0004
67	0.0003
68	0.0001
69	0.0004
70	0.0003
71	0.0004
72	0.0004
73	0.0006
74	0.0006
75	0.0005
76	0.0004
77	0.0005
78	0.0005
79	0.0004
80	0.0005
81	0.0004
82	0.0005
83	0.0005
84	0.0005
85	0.0005
86	0.0006
87	0.0005
88	0.0006
89	0.0007
90	0.0006
91	0.0002
92	0.0003
93	0.0004
94	0.0006
95	0.0004
96	0.0007
97	0.0003
98	0.0002
99	0.0004
100	0.0004
