0	0.0088
1	0.0301
2	0.0574
3	0.0651
4	0.0552
5	0.0503
6	0.0545
7	0.0445
8	0.0409
9	0.0319
10	0.0273
11	0.0192
12	0.0152
13	0.0111
14	0.0092
15	0.0067
16	0.006
17	0.0055
18	0.0044
19	0.0037
20	0.0033
21	0.003
22	0.0034
23	0.0033
24	0.0028
25	0.002
26	0.0021
27	0.0017
28	0.0016
29	0.0013
30	0.0013
31	0.0011
32	0.001
33	0.001
34	0.0005
35	0.0009
36	0.0009
37	0.0008
38	0.0005
39	0.0004
40	0.0005
41	0.0005
42	0.0005
43	0.0005
44	0.0005
45	0.0006
46	0.0005
47	0.0004
48	0.0006
49	0.0005
50	0.0004
51	0.0005
52	0.0003
53	0.0005
54	0.0003
55	0.0003
56	0.0002
57	0.0003
58	0.0006
59	0.0004
60	0.0006
61	0.0005
62	0.0002
63	0.0003
64	0.0003
65	0.0005
66	0.0005
67	0.0006
68	0.0003
69	0.0005
70	0.0006
71	0.0007
72	0.0011
73	0.0008
74	0.0008
75	0.0004
76	0.0003
77	0.0006
78	0.0005
79	0.0004
80	0.0005
81	0.0004
82	0.0004
83	0.0003
84	0.0002
85	0.0005
86	0.0004
87	0.0005
88	0.0005
89	0.0005
90	0.0004
91	0.0003
92	0.0004
93	0.0004
94	0.0003
95	0.0004
96	0.0003
97	0.0002
98	0.0003
99	0.0003
100	0.0003
