0	0.0223
1	0.0117
2	0.0084
3	0.0096
4	0.0084
5	0.01
6	0.0086
7	0.0053
8	0.0069
9	0.0063
10	0.0056
11	0.0056
12	0.0052
13	0.0059
14	0.0062
15	0.0058
16	0.0087
17	0.0079
18	0.0066
19	0.006
20	0.0062
21	0.0062
22	0.0086
23	0.0073
24	0.0062
25	0.0063
26	0.0064
27	0.0054
28	0.0067
29	0.0101
30	0.0062
31	0.0069
32	0.0069
33	0.0071
34	0.0108
35	0.0081
36	0.0099
37	0.0077
38	0.0059
39	0.0051
40	0.0048
41	0.0047
42	0.0044
43	0.0043
44	0.0041
45	0.006
46	0.0047
47	0.0049
48	0.0041
49	0.0047
50	0.0047
51	0.0057
52	0.0038
53	0.0039
54	0.0043
55	0.0056
56	0.0043
57	0.0041
58	0.0039
59	0.0039
60	0.0037
61	0.0035
62	0.0039
63	0.0038
64	0.0042
65	0.0038
66	0.0041
67	0.0037
68	0.0033
69	0.0035
70	0.0031
71	0.0035
72	0.0065
73	0.0052
74	0.008
75	0.0069
76	0.0048
77	0.0035
78	0.0044
79	0.0034
80	0.0074
81	0.0035
82	0.0041
83	0.005
84	0.0041
85	0.0037
86	0.0031
87	0.0024
88	0.0033
89	0.0029
90	0.003
91	0.0025
92	0.0031
93	0.0026
94	0.0026
95	0.0023
96	0.0022
97	0.002
98	0.002
99	0.0019
100	0.0022
