0	0.022
1	0.0109
2	0.0074
3	0.0091
4	0.0068
5	0.0067
6	0.006
7	0.0154
8	0.0115
9	0.0092
10	0.0063
11	0.0064
12	0.0057
13	0.0057
14	0.0059
15	0.0059
16	0.0064
17	0.0083
18	0.0086
19	0.0065
20	0.0075
21	0.0061
22	0.0062
23	0.0064
24	0.0105
25	0.0079
26	0.006
27	0.0052
28	0.006
29	0.0278
30	0.0094
31	0.0159
32	0.0059
33	0.0112
34	0.0061
35	0.0054
36	0.0083
37	0.0058
38	0.0051
39	0.0048
40	0.0099
41	0.0086
42	0.0053
43	0.0064
44	0.0047
45	0.005
46	0.0046
47	0.0065
48	0.0052
49	0.0084
50	0.0041
51	0.0049
52	0.0313
53	0.0081
54	0.0069
55	0.0045
56	0.0047
57	0.0044
58	0.0045
59	0.0045
60	0.0044
61	0.0037
62	0.004
63	0.0033
64	0.0039
65	0.0037
66	0.0032
67	0.0033
68	0.0043
69	0.0045
70	0.003
71	0.004
72	0.0034
73	0.003
74	0.0042
75	0.0025
76	0.0028
77	0.0026
78	0.0046
79	0.003
80	0.0024
81	0.0023
82	0.0027
83	0.0043
84	0.0031
85	0.0025
86	0.0027
87	0.002
88	0.0024
89	0.0024
90	0.0045
91	0.0019
92	0.0021
93	0.0023
94	0.0027
95	0.0022
96	0.0018
97	0.0016
98	0.0022
99	0.0017
100	0.002
