0	0.0081
1	0.0257
2	0.0574
3	0.0635
4	0.0481
5	0.0518
6	0.0489
7	0.0539
8	0.0446
9	0.0337
10	0.0301
11	0.018
12	0.0133
13	0.0128
14	0.0085
15	0.0055
16	0.0049
17	0.0045
18	0.0041
19	0.0036
20	0.003
21	0.003
22	0.0039
23	0.0045
24	0.0025
25	0.002
26	0.002
27	0.0014
28	0.002
29	0.0012
30	0.0012
31	0.0009
32	0.001
33	0.0009
34	0.0006
35	0.001
36	0.0007
37	0.0008
38	0.0005
39	0.0005
40	0.0004
41	0.0004
42	0.0004
43	0.0004
44	0.0004
45	0.0004
46	0.0007
47	0.0007
48	0.0007
49	0.0005
50	0.0004
51	0.0004
52	0.0003
53	0.0004
54	0.0003
55	0.0004
56	0.0003
57	0.0005
58	0.0006
59	0.0003
60	0.0003
61	0.0004
62	0.0003
63	0.0002
64	0.0002
65	0.0003
66	0.0004
67	0.0003
68	0.0004
69	0.0003
70	0.0003
71	0.0004
72	0.0006
73	0.0003
74	0.0006
75	0.0005
76	0.0006
77	0.0003
78	0.0004
79	0.0004
80	0.0004
81	0.0004
82	0.0005
83	0.0005
84	0.0004
85	0.0005
86	0.0007
87	0.0004
88	0.0005
89	0.0005
90	0.0006
91	0.0003
92	0.0003
93	0.0006
94	0.0004
95	0.0005
96	0.0008
97	0.0005
98	0.0003
99	0.0002
100	0.0003
