0	0.0313
1	0.0114
2	0.009
3	0.0071
4	0.0071
5	0.0074
6	0.0083
7	0.0059
8	0.0113
9	0.0075
10	0.008
11	0.0065
12	0.0062
13	0.0059
14	0.0072
15	0.0063
16	0.0072
17	0.0106
18	0.0093
19	0.0072
20	0.0065
21	0.0085
22	0.0055
23	0.0074
24	0.0098
25	0.0136
26	0.0073
27	0.0061
28	0.0066
29	0.0132
30	0.0071
31	0.0076
32	0.009
33	0.0075
34	0.0078
35	0.0081
36	0.0069
37	0.0071
38	0.0063
39	0.0054
40	0.0052
41	0.0076
42	0.0057
43	0.0062
44	0.0054
45	0.0088
46	0.0064
47	0.0094
48	0.0052
49	0.0068
50	0.0041
51	0.0046
52	0.0039
53	0.0041
54	0.0082
55	0.0062
56	0.0053
57	0.0048
58	0.0046
59	0.0069
60	0.0037
61	0.0037
62	0.0037
63	0.0029
64	0.003
65	0.0041
66	0.0044
67	0.0078
68	0.0041
69	0.0061
70	0.0031
71	0.0035
72	0.0041
73	0.0032
74	0.0032
75	0.003
76	0.0025
77	0.0025
78	0.0029
79	0.0036
80	0.0027
81	0.0027
82	0.0031
83	0.0041
84	0.0025
85	0.0029
86	0.0023
87	0.0021
88	0.0026
89	0.0026
90	0.003
91	0.0022
92	0.0021
93	0.0019
94	0.0029
95	0.0026
96	0.0023
97	0.0029
98	0.0024
99	0.0029
100	0.0028
